,Unnamed: 0,stock_price_at_STO_offer,STO_ask_fee,STO_ask_fee_type,STO_offer_datetime,STO_strike,STO_expiry_datetime,STO_days_long,STO_offer_ARR,STO_offer_TQI,STO_offer_strike_delta,STO_xtn_state,STO_contracts,option_type,stock_price_BTC_offer,BTC_bid_fee,BTC_bid_fee_type,BTC_offer_datetime,BTC_contracts,stock_price_at_open,STO_open_fee,STO_open_commsn,STO_open_proceeds,STO_open_datetime,STO_open_ARR,STO_open_TQI,STO_open_strike_delta,stock_price_at_close,STO_close_strike_delta,BTC_close_commsn,BTC_close_proceeds,STO_close_datetime,STO_close_ARR,STO_close_TQI,Called_close_fee,Called_close_commsn,Called_close_proceeds,STO_xtn_net_proceeds,STO_ask_fee%,STO_offer_strike_delta%,Closed_xtn_Profit$,Closed_xtn_Profit%
10,10,81.53,1.235,Mid,2017-05-04 13:30:00,80.5,2017-05-12 16:00:00,8,0.691118300012265,-0.711851849012634,-1.03,ClosedCalled,10,C,,,,,,81.72,1.235,10,1225.0000000000002,2017-05-04 15:30:00,0.689511441507587,-0.841203958639255,-1.22,82.53,,,,2017-05-12 16:00:00,,,-2.03,10.0,-2040.0,-815.000000000001,0.015147798356433215,-0.012633386483503019,-815.0000000000009,-0.6653061224489802
11,11,81.87,1.45,Mid,2017-05-05 11:30:00,80.5,2017-05-12 16:00:00,7,0.9235024167233771,-1.26519831091103,-1.37,ClosedCalled,10,C,,,,,,81.94,1.45,10,1440.0,2017-05-05 15:30:00,0.922713483733743,-1.3287074165765902,-1.44,82.53,,,,2017-05-12 16:00:00,,,-2.03,10.0,-2040.0,-600.000000000001,0.017711005252229142,-0.016733846341761383,-600.0000000000011,-0.41666666666666746
12,12,81.82,1.4,Mid,2017-05-05 13:30:00,80.5,2017-05-12 16:00:00,7,0.892202395502322,-1.1777071620630601,-1.31999999999999,ClosedCalled,10,C,,,,,,81.94,1.4,10,1390.0,2017-05-05 15:30:00,0.8908957773980959,-1.28288991945326,-1.44,82.53,,,,2017-05-12 16:00:00,,,-2.03,10.0,-2040.0,-650.000000000001,0.017110730872647275,-0.016132974822781632,-650.0000000000011,-0.46762589928057635
13,13,81.94,1.49,Mid,2017-05-05 15:30:00,80.5,2017-05-12 16:00:00,7,0.94816764880226,-1.3653614142752502,-1.44,ClosedCalled,10,C,,,,,,82.01,1.49,10,1480.0,2017-05-05 16:00:00,0.947358336091417,-1.43051108749805,-1.5100000000000102,82.53,,,,2017-05-12 16:00:00,,,-2.03,10.0,-2040.0,-560.000000000001,0.018184037100317307,-0.017573834513058308,-560.0000000000011,-0.3783783783783791
14,14,81.82,1.13,Mid,2017-05-01 11:30:00,81.0,2017-05-12 16:00:00,11,0.458267594053466,-0.37577942712383894,-0.8199999999999928,ClosedCalled,10,C,,,,,,82.1,1.13,10,1120.0,2017-05-01 15:30:00,0.456704683866682,-0.5023751522533471,-1.09999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-420.00000000000097,0.013810804204351015,-0.010021999511121893,-420.00000000000114,-0.375000000000001
15,15,81.81,1.105,Mid,2017-05-01 13:30:00,81.0,2017-05-12 16:00:00,11,0.448183707259615,-0.36302880288028905,-0.810000000000002,ClosedCalled,10,C,,,,,,82.1,1.105,10,1095.0,2017-05-01 15:30:00,0.446600597940427,-0.491260657734468,-1.09999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-445.00000000000097,0.013506906246180173,-0.009900990099009929,-445.00000000000114,-0.406392694063928
16,16,82.1,1.31,Mid,2017-05-01 15:30:00,81.0,2017-05-12 16:00:00,11,0.52945410253571,-0.5823995127892779,-1.09999999999999,ClosedCalled,10,C,,,,,,82.14,1.31,10,1300.0000000000002,2017-05-01 16:00:00,0.529196272439516,-0.603283750581048,-1.14,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-240.000000000001,0.015956151035322778,-0.013398294762484707,-240.0000000000009,-0.1846153846153853
17,17,81.92,1.15,Mid,2017-05-02 15:30:00,81.0,2017-05-12 16:00:00,10,0.51239013671875,-0.47139892578125103,-0.920000000000002,ClosedCalled,10,C,,,,,,82.04,1.15,10,1140.0,2017-05-02 16:00:00,0.511640663091175,-0.532106289614825,-1.04000000000001,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-400.00000000000097,0.014038085937499998,-0.01123046875000002,-400.00000000000114,-0.3508771929824571
18,18,82.58,1.685,Mid,2017-05-03 11:30:00,81.0,2017-05-12 16:00:00,9,0.827514060439708,-1.30747221549474,-1.58,ClosedCalled,10,C,,,,,,82.87,1.685,10,1675.0000000000002,2017-05-03 15:30:00,0.8246182105841809,-1.54203605379242,-1.87,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,134.999999999999,0.020404456284814725,-0.01913296197626542,134.9999999999991,0.08059701492537258
19,19,82.57,1.68,Mid,2017-05-03 13:30:00,81.0,2017-05-12 16:00:00,9,0.8251584514149609,-1.2954987687214798,-1.5699999999999898,ClosedCalled,10,C,,,,,,82.87,1.68,10,1670.0,2017-05-03 15:30:00,0.8221712722738421,-1.53746027915209,-1.87,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,129.999999999999,0.020346372774615477,-0.0190141697953251,129.99999999999886,0.07784431137724483
20,20,81.53,0.865,Mid,2017-05-04 13:30:00,81.0,2017-05-12 16:00:00,8,0.48406261498834796,-0.25655318594382504,-0.530000000000001,ClosedCalled,10,C,,,,,,81.72,0.865,10,855.0,2017-05-04 15:30:00,0.48293716348507104,-0.34771475770925103,-0.719999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-685.000000000001,0.010609591561388446,-0.006500674598307385,-685.0000000000011,-0.8011695906432762
21,21,81.87,1.02,Mid,2017-05-05 11:30:00,81.0,2017-05-12 16:00:00,7,0.649636182798513,-0.5651834790347099,-0.870000000000004,ClosedCalled,10,C,,,,,,81.94,1.02,10,1009.9999999999999,2017-05-05 15:30:00,0.6490812092471839,-0.6101363366923521,-0.939999999999998,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-530.000000000001,0.012458776108464638,-0.010626603151337542,-530.0000000000013,-0.524752475247526
22,22,81.82,0.97,Mid,2017-05-05 13:30:00,81.0,2017-05-12 16:00:00,7,0.618168802598037,-0.5068984181303869,-0.8199999999999928,ClosedCalled,10,C,,,,,,81.94,0.97,10,959.9999999999999,2017-05-05 15:30:00,0.617263502911538,-0.5802276927368439,-0.939999999999998,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-580.000000000001,0.011855292104619898,-0.010021999511121893,-580.0000000000013,-0.6041666666666681
23,23,81.94,1.04,Mid,2017-05-05 15:30:00,81.0,2017-05-12 16:00:00,7,0.661808291781443,-0.6220997942745551,-0.939999999999998,ClosedCalled,10,C,,,,,,82.01,1.04,10,1030.0,2017-05-05 16:00:00,0.661243402372533,-0.667855836396262,-1.01000000000001,82.53,,,,2017-05-12 16:00:00,,,-1.53,10.0,-1540.0,-510.00000000000097,0.012692213814986576,-0.011471808640468609,-510.00000000000114,-0.4951456310679623
24,24,81.82,0.795,Mid,2017-05-01 11:30:00,81.5,2017-05-12 16:00:00,11,0.32240950201106605,-0.103171040643539,-0.319999999999993,ClosedCalled,10,C,,,,,,82.1,0.795,10,785.0,2017-05-01 15:30:00,0.321309932454878,-0.19278595947292498,-0.5999999999999941,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-255.000000000001,0.00971645074553899,-0.003911024199462151,-255.00000000000114,-0.3248407643312116
25,25,81.81,0.77,Mid,2017-05-01 13:30:00,81.5,2017-05-12 16:00:00,11,0.312309008678646,-0.096815792690381,-0.310000000000002,ClosedCalled,10,C,,,,,,82.1,0.77,10,760.0,2017-05-01 15:30:00,0.311205846528624,-0.18672350791717202,-0.5999999999999941,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-280.00000000000097,0.009412052316342746,-0.0037892678156704837,-280.00000000000114,-0.3684210526315804
26,26,82.1,0.94,Mid,2017-05-01 15:30:00,81.5,2017-05-12 16:00:00,11,0.379913630827151,-0.22794817849628798,-0.5999999999999941,ClosedCalled,10,C,,,,,,82.14,0.94,10,929.9999999999999,2017-05-01 16:00:00,0.37972862297186605,-0.24302631870199498,-0.640000000000001,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-110.000000000001,0.011449451887941536,-0.007308160779537081,-110.00000000000125,-0.11827956989247448
27,27,81.92,0.795,Mid,2017-05-02 15:30:00,81.5,2017-05-12 16:00:00,10,0.354217529296875,-0.14877136230468802,-0.42000000000000204,ClosedCalled,10,C,,,,,,82.04,0.795,10,785.0,2017-05-02 16:00:00,0.35369941491955104,-0.19099768405655998,-0.540000000000006,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-255.000000000001,0.00970458984375,-0.005126953125000021,-255.00000000000114,-0.3248407643312116
28,28,82.58,1.26,Mid,2017-05-03 11:30:00,81.5,2017-05-12 16:00:00,9,0.618793896827319,-0.668297408573503,-1.08,ClosedCalled,10,C,,,,,,82.87,1.26,10,1250.0,2017-05-03 15:30:00,0.6166284542053821,-0.8447809822613759,-1.37,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,209.999999999999,0.015257931702591427,-0.013078227173649773,209.99999999999886,0.1679999999999991
29,29,82.57,1.255,Mid,2017-05-03 13:30:00,81.5,2017-05-12 16:00:00,9,0.616413009836772,-0.659561920525341,-1.06999999999999,ClosedCalled,10,C,,,,,,82.87,1.255,10,1245.0,2017-05-03 15:30:00,0.614181515895043,-0.841428676776212,-1.37,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,204.999999999999,0.015199224900084777,-0.012958701707641919,204.99999999999886,0.1646586345381517
30,30,81.53,0.57,Mid,2017-05-04 13:30:00,81.5,2017-05-12 16:00:00,8,0.318977676928738,-0.009569330307863002,-0.030000000000001,ClosedCalled,10,C,,,,,,81.72,0.57,10,559.9999999999999,2017-05-04 15:30:00,0.31823604992657895,-0.070011930983847,-0.219999999999999,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-480.00000000000097,0.0069912915491230215,-0.00036796271311175194,-480.00000000000125,-0.8571428571428595
31,31,81.82,0.61,Mid,2017-05-05 13:30:00,81.5,2017-05-12 16:00:00,7,0.38874532946886897,-0.124398505430035,-0.319999999999993,ClosedCalled,10,C,,,,,,81.94,0.61,10,600.0,2017-05-05 15:30:00,0.388176017294885,-0.17079744760974802,-0.439999999999998,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-440.00000000000097,0.007455389880224884,-0.003911024199462151,-440.00000000000114,-0.7333333333333353
32,32,81.87,0.65,Mid,2017-05-05 11:30:00,81.5,2017-05-12 16:00:00,7,0.413983841979445,-0.153174021532396,-0.370000000000005,ClosedCalled,10,C,,,,,,82.01,0.65,10,640.0,2017-05-05 16:00:00,0.41327712648283293,-0.21077133450624697,-0.510000000000005,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-400.00000000000097,0.007939416147550995,-0.004519359960913699,-400.00000000000114,-0.6250000000000018
33,33,81.94,0.65,Mid,2017-05-05 15:30:00,81.5,2017-05-12 16:00:00,7,0.41363018236340204,-0.18199728023989603,-0.439999999999998,ClosedCalled,10,C,,,,,,82.01,0.65,10,640.0,2017-05-05 16:00:00,0.41327712648283293,-0.21077133450624697,-0.510000000000005,82.53,,,,2017-05-12 16:00:00,,,-1.03,10.0,-1040.0,-400.00000000000097,0.007932633634366611,-0.005369782767878908,-400.00000000000114,-0.6250000000000018
34,34,81.82,0.515,Mid,2017-05-01 11:30:00,82.0,2017-05-12 16:00:00,11,0.208856469856225,0.037594164574122,0.18000000000000702,ClosedCalled,10,C,,,,,,82.1,0.515,10,505.0,2017-05-01 15:30:00,0.20814417008083302,-0.020814417008082002,-0.099999999999994,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,-35.0000000000011,0.006294304571009534,0.00219995111219759,-35.00000000000114,-0.06930693069307156
35,35,81.81,0.49,Mid,2017-05-01 13:30:00,82.0,2017-05-12 16:00:00,11,0.198742096431865,0.037760998322054,0.18999999999999803,ClosedCalled,10,C,,,,,,82.1,0.49,10,480.00000000000006,2017-05-01 15:30:00,0.19804008415457897,-0.019804008415457,-0.099999999999994,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,-60.00000000000111,0.005989487837672656,0.002322454467668961,-60.00000000000108,-0.12500000000000225
36,36,81.92,0.51,Mid,2017-05-02 15:30:00,82.0,2017-05-12 16:00:00,10,0.22723388671875,0.0181787109375,0.079999999999998,ClosedCalled,10,C,,,,,,82.04,0.51,10,499.99999999999994,2017-05-02 16:00:00,0.226901511457825,-0.009076060458314002,-0.040000000000006,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,-40.0000000000011,0.0062255859375,0.0009765624999999792,-40.000000000001194,-0.0800000000000024
37,37,82.58,0.885,Mid,2017-05-03 11:30:00,82.0,2017-05-12 16:00:00,9,0.4346290465810929,-0.25208484701703304,-0.579999999999998,ClosedCalled,10,C,,,,,,82.87,0.885,10,875.0,2017-05-03 15:30:00,0.43310808092997105,-0.376804030409076,-0.870000000000004,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,334.99999999999903,0.010716880600629693,-0.007023492371034128,334.99999999999886,0.38285714285714156
38,38,82.57,0.88,Mid,2017-05-03 13:30:00,82.0,2017-05-12 16:00:00,9,0.4322258555030751,-0.24636873763675002,-0.569999999999993,ClosedCalled,10,C,,,,,,82.87,0.88,10,870.0000000000001,2017-05-03 15:30:00,0.430661142619632,-0.374675194079082,-0.870000000000004,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,329.99999999999903,0.010657623834322394,-0.0069032336199587405,329.999999999999,0.37931034482758497
39,39,81.53,0.345,Mid,2017-05-04 13:30:00,82.0,2017-05-12 16:00:00,8,0.193065436035815,0.090740754936833,0.469999999999999,ClosedCalled,10,C,,,,,,81.72,0.345,10,335.0,2017-05-04 15:30:00,0.192616556534508,0.053932635829663,0.280000000000001,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,-205.000000000001,0.004231571200784987,0.0057647491720838814,-205.00000000000114,-0.6119402985074661
40,40,81.82,0.335,Mid,2017-05-05 13:30:00,82.0,2017-05-12 16:00:00,7,0.213491287495198,0.038428431749137,0.18000000000000702,ClosedCalled,10,C,,,,,,81.94,0.335,10,325.0,2017-05-05 15:30:00,0.21317863244882998,0.01279071794693,0.060000000000002,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,-215.000000000001,0.004094353458812027,0.00219995111219759,-215.00000000000114,-0.6615384615384651
41,41,81.94,0.36,Mid,2017-05-05 15:30:00,82.0,2017-05-12 16:00:00,7,0.229087485616653,0.013745249137,0.060000000000002,ClosedCalled,10,C,,,,,,82.01,0.36,10,349.99999999999994,2017-05-05 16:00:00,0.228891946975108,-0.0022889194697520003,-0.010000000000005,82.53,,,,2017-05-12 16:00:00,,,-0.530000000000001,10.0,-540.000000000001,-190.000000000001,0.004393458628264584,0.0007322431047107917,-190.0000000000012,-0.5428571428571464
42,42,81.82,0.31,Mid,2017-05-01 11:30:00,82.5,2017-05-12 16:00:00,11,0.125719428457145,0.08548921135086,0.6800000000000072,ClosedCalled,10,C,,,,,,82.1,0.31,10,300.0,2017-05-01 15:30:00,0.12529066548554998,0.05011626619422099,0.400000000000006,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,259.99999999999903,0.0037888046932290395,0.008310926423857331,259.99999999999886,0.8666666666666629
43,43,81.81,0.29,Mid,2017-05-01 13:30:00,82.5,2017-05-12 16:00:00,11,0.11762287339845098,0.081159782644931,0.689999999999998,ClosedCalled,10,C,,,,,,82.1,0.29,10,280.0,2017-05-01 15:30:00,0.117207396744547,0.046882958697819,0.400000000000006,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,239.999999999999,0.003544798924336878,0.008434176751008406,239.99999999999886,0.8571428571428531
44,44,82.1,0.38,Mid,2017-05-01 15:30:00,82.5,2017-05-12 16:00:00,11,0.153582106079061,0.061432842431624994,0.400000000000006,ClosedCalled,10,C,,,,,,82.14,0.38,10,370.0,2017-05-01 16:00:00,0.15350731566947798,0.055262633641012006,0.35999999999999893,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,329.99999999999903,0.004628501827040195,0.00487210718635817,329.99999999999886,0.8918918918918888
45,45,81.92,0.3,Mid,2017-05-02 15:30:00,82.5,2017-05-12 16:00:00,10,0.1336669921875,0.07752685546875,0.579999999999998,ClosedCalled,10,C,,,,,,82.04,0.3,10,290.0,2017-05-02 16:00:00,0.133471477328133,0.061396879570940005,0.45999999999999397,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,249.999999999999,0.003662109375,0.007080078124999979,249.99999999999886,0.8620689655172374
46,46,82.58,0.58,Mid,2017-05-03 11:30:00,82.5,2017-05-12 16:00:00,9,0.28484163504749604,-0.022787330803799,-0.079999999999998,ClosedCalled,10,C,,,,,,82.87,0.58,10,570.0,2017-05-03 15:30:00,0.283844843999303,-0.10502259227974302,-0.370000000000005,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,529.999999999999,0.007023492371034148,-0.0009687575684184826,529.9999999999989,0.9298245614035068
47,47,82.57,0.57,Mid,2017-05-03 13:30:00,82.5,2017-05-12 16:00:00,9,0.27996447458721896,-0.019597513221104,-0.069999999999993,ClosedCalled,10,C,,,,,,82.87,0.57,10,559.9999999999999,2017-05-03 15:30:00,0.278950967378625,-0.10321185793009299,-0.370000000000005,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,519.999999999999,0.006903233619958823,-0.0008477655322755624,519.9999999999987,0.9285714285714265
48,48,81.53,0.195,Mid,2017-05-04 13:30:00,82.5,2017-05-12 16:00:00,8,0.10912394210719999,0.105850223843984,0.969999999999999,ClosedCalled,10,C,,,,,,81.72,0.195,10,185.00000000000003,2017-05-04 15:30:00,0.10887022760646099,0.08491877753303999,0.780000000000001,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,144.999999999999,0.002391757635226297,0.011897461057279514,144.9999999999989,0.7837837837837777
49,49,81.82,0.165,Mid,2017-05-05 13:30:00,82.5,2017-05-12 16:00:00,7,0.105152425184202,0.07150364912525799,0.6800000000000072,ClosedCalled,10,C,,,,,,82.01,0.165,10,155.0,2017-05-05 16:00:00,0.10490880903025801,0.05140531642482599,0.489999999999995,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,114.999999999999,0.002016621852847715,0.008310926423857331,114.99999999999886,0.7419354838709604
50,50,81.94,0.165,Mid,2017-05-05 15:30:00,82.5,2017-05-12 16:00:00,7,0.104998430907633,0.058799121308275006,0.560000000000002,ClosedCalled,10,C,,,,,,82.01,0.165,10,155.0,2017-05-05 16:00:00,0.10490880903025801,0.05140531642482599,0.489999999999995,82.53,,,,2017-05-12 16:00:00,,,-0.030000000000001,10.0,-40.0000000000011,114.999999999999,0.002013668537954601,0.0068342689773004915,114.99999999999886,0.7419354838709604
51,75,81.82,1.985,Mid,2017-05-01 11:30:00,80.0,2017-05-19 16:00:00,18,0.491950487520031,-0.895349887286452,-1.8199999999999898,ClosedCalled,10,C,,,,,,82.1,1.985,10,1975.0000000000002,2017-05-01 15:30:00,0.490272702666125,-1.02957267559886,-2.09999999999999,81.93,,,,2017-05-19 16:00:00,,,-1.9300000000000102,10.0,-1940.00000000001,34.9999999999932,0.024260571987289176,-0.022243950134441377,34.999999999993406,0.017721518987338432
52,76,81.81,1.965,Mid,2017-05-01 13:30:00,80.0,2017-05-19 16:00:00,18,0.48705333496312603,-0.8815665362832591,-1.81,ClosedCalled,10,C,,,,,,82.1,1.965,10,1955.0000000000002,2017-05-01 15:30:00,0.485332927324401,-1.01919914738124,-2.09999999999999,81.93,,,,2017-05-19 16:00:00,,,-1.9300000000000102,10.0,-1940.00000000001,14.9999999999932,0.02401906857352402,-0.02212443466568882,14.999999999993406,0.00767263427109637
53,77,81.92,2.05,Mid,2017-05-02 15:30:00,80.0,2017-05-19 16:00:00,17,0.537288890165441,-1.03159466911765,-1.92,ClosedCalled,10,C,,,,,,82.04,2.05,10,2040.0,2017-05-02 16:00:00,0.536502997103278,-1.09446611409069,-2.0400000000000102,81.93,,,,2017-05-19 16:00:00,,,-1.9300000000000102,10.0,-1940.00000000001,99.9999999999927,0.025024414062499997,-0.02343750000000002,99.99999999999318,0.04901960784313391
54,78,81.53,1.715,Mid,2017-05-04 13:30:00,80.0,2017-05-19 16:00:00,15,0.5118565763113779,-0.7831405617564091,-1.53,ClosedCalled,10,C,,,,,,81.72,1.715,10,1705.0000000000002,2017-05-04 15:30:00,0.510666503507913,-0.8783463860336099,-1.72,81.93,,,,2017-05-19 16:00:00,,,-1.9300000000000102,10.0,-1940.00000000001,-235.00000000000702,0.021035201766221024,-0.018766098368698653,-235.0000000000066,-0.13782991202346426
55,79,81.87,1.945,Mid,2017-05-05 11:30:00,80.0,2017-05-19 16:00:00,14,0.6193835174230921,-1.1582471775811898,-1.87,ClosedCalled,10,C,,,,,,81.94,1.945,10,1935.0,2017-05-05 15:30:00,0.61885438822832,-1.20057751316294,-1.94,81.93,,,,2017-05-19 16:00:00,,,-1.9300000000000102,10.0,-1940.00000000001,-5.00000000000705,0.023757176010748747,-0.022841089532185225,-5.000000000006821,-0.0025839793281688997
56,80,81.82,1.89,Mid,2017-05-05 13:30:00,80.0,2017-05-19 16:00:00,14,0.6022366169640679,-1.0960706428746,-1.8199999999999898,ClosedCalled,10,C,,,,,,81.94,1.89,10,1879.9999999999998,2017-05-05 15:30:00,0.6013546497437149,-1.1666280205028101,-1.94,81.93,,,,2017-05-19 16:00:00,,,-1.9300000000000102,10.0,-1940.00000000001,-60.0000000000068,0.02309948667807382,-0.022243950134441377,-60.00000000000705,-0.03191489361702503
